name,runway,time,city,money,brand
甲壳虫 2013款 1.2 TSI 舒适型,4.00,2013,宁波,13.48,大众
桑塔纳 2013款 1.6L 自动 风尚版,3.80,2013,太原,5.80,大众
高尔夫 2014款 1.6L 自动舒适型,3.00,2014,福州,10.88,大众
高尔夫 2016款 1.4TSI 自动豪华型,1.00,2016,哈尔滨,11.90,大众
朗逸 2014款 1.6L 手自一体 运动版,1.02,2016,石家庄,9.00,大众
辉昂 2016款 2.0T DSG 380TSI 两驱行政版,0.71,2016,杭州,29.80,大众
POLO 2016款 1.4L 手动 风尚版,1.60,2016,郑州,5.40,大众
迈腾 2018款 330TSI 双离合 豪华版,0.10,2018,成都,18.25,大众
帕萨特 2015款 1.8T 自动 尊荣版,1.90,2015,常德,14.98,大众
朗逸 2017款 1.6L 手自一体 舒适版,0.61,2017,石家庄,11.50,大众
桑塔纳 2006款 3000 超越者 2.0手动豪华型,8.11,2007,石家庄,1.95,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,1.76,2016,长沙,14.30,大众
高尔夫 2015款 1.4TSI 自动豪华型,7.20,2015,佛山,10.98,大众
迈特威 2017款 2.0TSI 四驱 尊享版 7座,2.90,2016,太原,48.80,大众
甲壳虫 2015款 180TSI,3.50,2016,厦门,15.58,大众
途观 2012款 2.0TSI 手自一体 四驱 菁英版,13.00,2012,合肥,13.38,大众
帕萨特 2016款 330TSI DSG御尊版,5.00,2016,南京,17.50,大众
迈腾 2011款 2.0TSI DSG豪华型,14.00,2011,东莞,8.98,大众
高尔夫 2005款 1.6L 手动时尚型,29.56,2006,茂名,1.88,大众
桑塔纳 2007款 景畅 1.8 手动豪华型,19.20,2011,合肥,1.30,大众
高尔夫 2012款 1.4T 自动舒适型,7.00,2013,成都,8.38,大众
朗逸 2014款 1.6L 手自一体 运动版,4.20,2016,成都,10.80,大众
捷达 2013款 1.4L 手动时尚型,15.42,2013,呼和浩特,4.50,大众
宝来 2016款 230TSI 手动舒适型,5.20,2016,绵阳,9.20,大众
POLO 2012款 GTI 1.4TSI DSG,8.39,2015,常州,9.80,大众
朗逸 2010款 1.6L 自动品轩进享版,22.05,2010,乌鲁木齐,5.90,大众
帕萨特 2016款 330TSI DSG御尊版,4.60,2016,贵阳,18.80,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,7.99,2015,昆明,13.80,大众
高尔夫 2014款 1.4TSI 自动豪华型,13.00,2014,佛山,10.80,大众
高尔夫 2014款 1.4TSI 自动舒适型,7.87,2015,合肥,10.68,大众
朗逸 2014款 1.6L 手自一体 运动版,4.23,2017,兰州,8.95,大众
朗逸 2014款 1.6L 手自一体 运动版,4.23,2017,兰州,8.78,大众
凌渡 2017款 230TSI 双离合 风尚版,1.60,2017,温州,14.20,大众
凌渡 2018款 280TSI 双离合 舒适版,1.30,2018,昆明,15.68,大众
捷达 2015款 质惠版 1.6L 手动舒适型,8.30,2016,哈尔滨,6.50,大众
朗逸 2014款 1.6L 手自一体 运动版,4.37,2017,兰州,8.80,大众
宝来 2016款 230TSI 手动舒适型,5.20,2016,绵阳,9.20,大众
POLO 2016款 1.6L 自动 舒适版,0.20,2017,上海,8.30,大众
速腾 2017款 230TSI 双离合 豪华版,0.18,2017,厦门,14.58,大众
高尔夫·嘉旅 2016款 280TSI 双离合 豪华版,0.36,2016,长沙,15.58,大众
宝来 2017款 1.6L 手自一体 舒适版,0.22,2017,南京,10.80,大众
朗逸 2013款 1.6L 自动 舒适版,8.90,2013,上海,6.18,大众
速腾 2017款 230TSI 双离合 豪华版,0.26,2017,上海,14.95,大众
迈腾 2013款 2.0T 手自一体 豪华型,5.00,2018,成都,18.38,大众
宝来 2017款 1.6L 手自一体 舒适版,0.34,2017,长沙,10.98,大众
POLO 2016款 1.6L 自动 舒适版,0.40,2017,上海,8.20,大众
速腾 2018款 1.6L 手自一体 时尚版,0.40,2017,泉州,12.58,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,0.50,2017,长沙,29.80,大众
POLO 2013款 1.6L 自动 豪华版,2.50,2012,南京,6.80,大众
甲壳虫 2010款 墨橘版 2.0豪华版,3.70,2009,深圳,8.80,大众
大众CC 2016款 2.0T 双离合 至尊版,0.44,2017,合肥,23.50,大众
高尔夫 2004款 1.6L 手动时尚型,6.80,2003,南京,2.19,大众
高尔夫 2004款 1.8L 自动舒适型,5.60,2007,苏州,3.68,大众
桑塔纳 2008款 志俊 2.0MT 豪华型,3.60,2011,太原,3.80,大众
高尔夫 2015款 1.6L 自动舒适型,1.70,2015,长春,10.98,大众
POLO 2009款 劲取 1.4L 自动雅致版,4.90,2009,南京,4.00,大众
朗逸 2017款 1.6L 手自一体 风尚版,0.02,2018,南充,11.88,大众
高尔夫 2016款 1.4TSI 自动舒适型,1.68,2015,惠州,11.98,大众
桑塔纳 2002款 2000 1.8 GSi 手动 时代骄子,9.10,2003,西宁,1.80,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,0.80,2017,武汉,28.80,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,6.20,2008,上海,4.66,大众
高尔夫·嘉旅 2016款 230TSI 双离合 进取版,1.00,2016,济南,13.98,大众
甲壳虫 2014款 1.2 TSI 舒适型,2.44,2014,呼和浩特,14.50,大众
POLO 2012款 Cross 1.6L 手自一体,3.86,2012,上海,6.50,大众
POLO 2014款 1.6L 自动 舒适版,4.77,2015,银川,7.60,大众
迈腾 2007款 1.8TSI 手自一体豪华型,16.98,2008,赣州,6.60,大众
高尔夫 2012款 GTI 2.0L 双离合 舒适版,9.05,2013,临沂,13.48,大众
途锐 2007款 V6豪华,16.63,2008,济南,18.80,大众
帕萨特 2013款 1.8T 双离合 御尊版,8.62,2013,无锡,13.00,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,4.50,2015,苏州,11.28,大众
途观 2010款 菁英版 1.8TSI 手自一体 4MOTION,12.50,2011,深圳,15.50,大众
帕萨特 2007款 领驭 1.8T手动豪华型,18.57,2008,临沂,3.60,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,5.50,2015,石家庄,13.80,大众
大众CC 2016款 1.8T 双离合 豪华版,5.90,2015,广州,17.88,大众
途观 2012款 2.0TSI 手自一体 四驱 旗舰版,9.00,2012,太原,14.60,大众
帕萨特 2011款 1.8T 自动 Highline 御尊版,11.78,2012,北京,12.80,大众
高尔夫 2015款 1.4TSI 自动豪华型,5.12,2015,无锡,11.50,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,3.10,2016,柳州,13.38,大众
捷达 2015款 1.6L 自动舒适型,5.00,2015,太原,7.38,大众
大众CC 2012款 2.0T 双离合 尊贵型,10.92,2012,北京,14.60,大众
迈腾(进口) 2012款 旅行版 2.0T 舒适型,5.50,2015,沈阳,20.60,大众
迈腾 2013款 1.8T 手自一体 豪华型,7.70,2014,长春,14.90,大众
帕萨特 2015款 1.8T 双离合 尊荣版,4.71,2015,北京,14.80,大众
帕萨特 2007款 领驭 1.8T手动豪华型,21.40,2007,西宁,2.80,大众
高尔夫 2017款 230TSI 双离合 舒适百万辆纪...,1.73,2017,石家庄,12.98,大众
途观 2010款 菁英版 1.8TSI 手自一体两驱版,14.20,2010,合肥,11.20,大众
宝来 2013款 1.6L 自动 舒适型,7.60,2014,无锡,8.30,大众
途观 2012款 1.8TSI 手自一体 四驱 菁英版,10.80,2012,石家庄,13.90,大众
大众CC 2013款 2.0T 双离合 豪华型,7.30,2014,青岛,19.80,大众
帕萨特 2011款 1.8T AT尊荣版,12.10,2012,合肥,10.80,大众
速腾 2014款 1.4T 双离合 豪华型,7.08,2014,昆明,11.38,大众
帕萨特 2011款 1.8T 自动 Flagship 至尊版,13.19,2011,杭州,11.30,大众
高尔夫 2016款 1.6L 自动舒适型,4.21,2016,石家庄,10.68,大众
凌渡 2017款 230TSI 双离合 风尚版,2.40,2016,西安,14.30,大众
凌渡 2015款 1.4T  DSG 280TSI 豪华版,4.30,2016,贵阳,15.38,大众
大众CC 2012款 2.0T 双离合 豪华型,9.33,2013,北京,14.50,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,4.17,2016,东莞,13.18,大众
桑塔纳 2016款 1.4L 手动 风尚版,2.33,2017,合肥,5.85,大众
帕萨特 2015款 1.4T 双离合 尊荣版,4.50,2016,常州,14.60,大众
迈腾 2013款 2.0T 手自一体 豪华型,9.90,2013,哈尔滨,14.60,大众
帕萨特 2016款 330TSI DSG尊荣版,3.00,2016,太原,16.98,大众
大众CC 2018款 2.0T 双离合  尊贵版,0.10,2018,成都,23.80,大众
速腾 2015款 1.4T 双离合 230TSI 舒适型,5.29,2015,太原,12.80,大众
捷达 2013款 1.6L 手动时尚型,9.40,2013,上海,5.00,大众
途观 2016款 300TSI 手自一体 两驱 豪华版,3.70,2016,贵阳,16.50,大众
大众CC 2015款 2.0T 双离合 豪华型,4.47,2016,常州,21.50,大众
捷达 2015款 1.6L 手动舒适型,3.00,2016,西安,5.98,大众
迈腾 2013款 1.8T 手自一体 尊贵型,9.10,2013,太原,13.20,大众
帕萨特 2014款 1.8T 自动 尊荣版,7.60,2014,上海,11.98,大众
途观 2015款 1.8TSI 手自一体 两驱 豪华版,5.90,2015,佛山,17.68,大众
途锐 2007款 V6豪华,19.49,2008,济南,17.50,大众
捷达 2015款 质惠版 1.6L 手动时尚型,3.50,2016,沈阳,6.20,大众
辉腾 2009款 V6 5座加长豪华版,18.12,2009,合肥,18.70,大众
朗行 2015款 1.6L 手自一体 豪华版,5.29,2015,天津,8.80,大众
迈腾 2012款 1.8T 手自一体 领先型,10.90,2012,淄博,12.50,大众
POLO 2016款 1.4L 自动 风尚版,2.30,2017,西安,6.98,大众
迈腾 2015款 1.8T 手自一体 豪华型,4.76,2015,呼和浩特,16.80,大众
POLO 2004款 1.6两厢手动豪华型,16.90,2006,贵阳,1.88,大众
Tiguan 2007款 Tiguan 2.0 TDI,5.64,2014,昆明,4.20,大众
宝来 2013款 1.6L 手动 时尚型,5.65,2014,成都,7.10,大众
迈腾 2016款 2.0TSI 手自一体 智享豪华型,3.00,2016,哈尔滨,18.58,大众
迈腾 2007款 1.8TSI 手自一体豪华型,15.60,2008,西安,6.50,大众
途观L 2017款 330TSI 双离合 两驱 旗舰版,1.60,2017,珠海,26.80,大众
迈腾 2013款 1.8T 手自一体 豪华型,6.95,2014,青岛,14.80,大众
宝来 2008款 1.6L 手动舒适型,15.00,2009,石家庄,3.88,大众
帕萨特 2009款 领驭 1.8T 手动尊享型,14.00,2009,济南,5.20,大众
途安 2011款 1.4 TSI自动7座 智臻版,8.97,2012,重庆,7.80,大众
大众CC(进口) 2009款 3.6L V6 顶配版,13.80,2009,西安,12.20,大众
帕萨特 2009款 领驭 1.8T 自动尊仕型,11.00,2010,深圳,10.00,大众
朗逸 2015款 1.6L 自动 舒适版,3.60,2016,东莞,9.38,大众
迈腾 2007款 1.8TSI 手自一体舒适型,16.19,2007,泉州,5.20,大众
帕萨特 2013款 1.8T 双离合 尊荣版,8.20,2013,苏州,12.50,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,14.30,2009,太原,3.15,大众
朗逸 2008款 1.6L自动品悠版,14.30,2009,苏州,4.58,大众
途观 2013款 2.0TSI 旗舰版 手自一体 四驱,8.20,2013,上海,15.20,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,3.68,2016,昆明,12.90,大众
高尔夫 2012款 1.6L 自动 豪华型,9.05,2012,杭州,7.80,大众
宝来 2003款 1.8L 手动豪华型,21.40,2004,长春,1.98,大众
POLO 2016款 1.6L 自动 舒适版,3.30,2016,无锡,7.98,大众
高尔夫 2010款 1.4T 自动豪华型,11.74,2011,北京,7.60,大众
途观 2012款 1.8TSI 手自一体 前驱 都会版,10.86,2012,佛山,12.80,大众
POLO 2007款 劲情 1.4自动时尚版,13.21,2009,贵阳,3.80,大众
帕萨特 2011款 2.0T 自动 Flagship 至尊版,9.80,2012,深圳,12.99,大众
帕萨特 2014款 1.8T 双离合 御尊导航版,5.11,2014,保定,14.80,大众
朗逸 2008款 1.6L自动品轩版,14.90,2009,西安,4.80,大众
途观 2010款 1.8TSI 手自一体 前驱 都会版,11.11,2011,保定,11.50,大众
途安 2011款 1.4 TSI自动5座 智雅版,8.50,2012,北京,9.50,大众
朗逸 2011款 1.4TSI 手动品轩版,12.00,2011,惠州,5.30,大众
途安 2013款 1.4T 自动 舒适版 5座,7.90,2013,上海,9.40,大众
POLO 2014款 1.4L 手动 风尚版,6.20,2014,太原,5.25,大众
途观 2012款 1.8TSI 手自一体 四驱 菁英版,9.40,2012,济宁,13.60,大众
朗行 2013款 1.4TSI DSG 舒适版,7.07,2013,东莞,8.80,大众
高尔夫 2015款 1.4TSI 自动舒适型,3.53,2016,东莞,11.88,大众
高尔夫 2012款 GTI 2.0L 双离合 舒适版,8.10,2013,临沂,12.98,大众
速腾 2012款 1.4T 双离合 豪华型,9.00,2013,福州,8.99,大众
迈腾 2012款 1.8T 手自一体 豪华型,10.20,2012,临沂,12.48,大众
途观 2010款 菁英版 1.8TSI 手自一体 4MOTION,13.00,2010,西安,10.80,大众
帕萨特 2011款 1.8T AT尊荣版,12.20,2011,南京,11.60,大众
途观 2015款 1.8TSI 手自一体 前驱 风尚版,5.20,2015,天津,15.60,大众
POLO 2014款 1.4L 手动 风尚版,6.70,2014,哈尔滨,5.65,大众
捷达 2015款 质惠版 1.6L 自动舒适型,2.10,2017,惠州,8.30,大众
途观 2010款 风尚版 1.8TSI 手自一体 4MOTION,10.00,2011,沈阳,11.33,大众
POLO 2013款 1.6L 自动 舒适版,9.80,2012,哈尔滨,5.98,大众
高尔夫 2017款 1.6L 手自一体 舒适百万辆纪...,1.45,2017,珠海,12.00,大众
速腾 2011款 1.6L 自动 舒适型,12.60,2011,北京,5.50,大众
帕萨特 2013款 1.8T 双离合 御尊版,7.81,2014,北京,13.90,大众
POLO 2016款 1.4L 手动 风尚版,3.60,2016,贵阳,5.88,大众
夏朗 2016款 2.0T DSG 380TSI 尊享型,2.40,2016,北京,24.00,大众
甲壳虫 2015款 180TSI,2.89,2015,北京,15.50,大众
朗逸 2008款 2.0L自动品悠版,8.99,2008,大连,5.60,大众
POLO 2008款 劲取 1.6 自动雅尊版,9.00,2008,合肥,3.46,大众
POLO 2007款 劲情 1.4手动时尚版,10.00,2008,西安,2.60,大众
速腾 2014款 1.4T 双离合 时尚型,3.00,2015,西安,11.30,大众
宝来 2008款 1.6L 手自一体时尚型,10.13,2008,珠海,4.80,大众
朗逸 2008款 1.6L自动品悠版,8.00,2010,赣州,5.55,大众
POLO 2009款 劲情 1.4L 自动舒尚版,7.99,2010,无锡,4.50,大众
迈腾 2009款 1.8TSI DSG 豪华型静音版,8.37,2009,昆明,6.80,大众
POLO 2013款 1.6L 自动 舒适版,4.00,2014,枣庄,6.78,大众
尚酷 2009款 1.4 TSI 风尚版,8.71,2009,杭州,9.99,大众
宝来 2004款 1.8T 自动尊贵型,12.20,2005,大连,1.90,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,8.83,2009,长春,7.80,大众
朗逸 2008款 1.6L自动品雅版,8.00,2009,西安,4.90,大众
POLO 2014款 1.6L 自动 舒适版,3.20,2015,长沙,7.28,大众
帕萨特 2009款 领驭 1.8T 自动尊品型,8.30,2010,上海,7.60,大众
途锐 2011款 V6 TSI 舒适型,3.28,2015,郑州,40.90,大众
速腾 2009款 1.6L 自动时尚型天窗版,7.88,2009,乌鲁木齐,4.90,大众
宝来 2011款 1.4T 手动 豪华型,5.00,2011,大连,5.98,大众
POLO 2016款 1.6L 自动 舒适版,0.80,2017,郑州,8.68,大众
捷达 2004款 CIF 1.6L 手动都市春天基本型,12.80,2004,昆明,1.38,大众
宝来 2008款 1.6L 自动时尚型TL,9.56,2008,沈阳,3.95,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,9.20,2008,昆明,4.80,大众
宝来 2014款 1.6L 自动 豪华型,3.50,2014,东莞,8.00,大众
POLO 2012款 Cross 1.6L 手动,4.10,2014,西安,6.30,大众
凌渡 2015款 1.8T DSG 330TSI 舒适版,2.40,2015,珠海,16.58,大众
高尔夫 2016款 1.4TSI 双离合 旗舰版,2.38,2016,济南,14.30,大众
帕萨特 2003款 2.0L自动舒适型,12.00,2004,东莞,1.50,大众
宝来 2006款 1.6L手动时尚型TL,8.00,2008,长沙,3.28,大众
朗逸 2013款 1.6L 自动 风尚版,3.82,2014,赣州,8.80,大众
帕萨特 2009款 领驭 1.8T 自动尊杰型,7.65,2011,天津,8.30,大众
宝来 2008款 1.6L 手动时尚型,8.10,2010,昆明,4.68,大众
宝来 2009款 1.6L 手动时尚,7.30,2011,太原,5.98,大众
途安 2011款 1.4 TSI自动5座 智雅版,6.60,2012,南京,8.30,大众
迈腾 2007款 1.8TSI 手自一体豪华型,8.97,2008,重庆,5.38,大众
宝来 2013款 1.6L 自动 时尚型,3.40,2015,长沙,8.98,大众
POLO 2011款 1.6L 自动 致尚版,6.35,2012,无锡,5.80,大众
朗逸 2008款 1.6L自动品悠版,8.29,2009,银川,4.80,大众
宝来 2001款 1.8L 自动舒适型,14.92,2002,沈阳,1.25,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,10.32,2007,武汉,4.48,大众
POLO 2011款 1.6L 自动 致酷版,6.00,2012,呼和浩特,6.80,大众
帕萨特 2009款 领驭 2.0L MFI 手动尊享型,9.20,2009,济南,5.20,大众
宝来 2011款 1.4T 自动 豪华型,7.40,2011,中山,6.98,大众
宝来 2013款 1.6L 手动 舒适型,4.66,2013,兰州,6.80,大众
帕萨特 2016款 330TSI DSG御尊版,1.70,2016,贵阳,18.80,大众
途观 2010款 1.8TSI 手自一体 前驱 都会版,8.49,2010,珠海,11.80,大众
POLO 2013款 1.6L 自动 舒适版,5.97,2012,银川,6.00,大众
迈腾 2012款 1.8T 手自一体 舒适型,6.62,2012,临沂,12.50,大众
朗行 2013款 1.6L 自动 舒适版,4.62,2014,上海,8.28,大众
捷达 2008款 CiF—P 伙伴,8.92,2009,济南,2.60,大众
迈腾 2007款 1.8TSI 手自一体豪华型,9.71,2007,重庆,5.70,大众
桑塔纳 2015款 浩纳 1.6L 手动舒适型,0.91,2017,保定,6.20,大众
迈腾 2007款 1.8TSI 手自一体豪华型,10.26,2007,重庆,4.98,大众
帕萨特 2011款 1.8T 自动 Highline 御尊版,4.78,2012,银川,12.80,大众
POLO 2016款 1.4L 手动 风尚版,1.20,2016,石家庄,5.70,大众
捷达 2012款 伙伴,5.40,2012,石家庄,3.58,大众
宝来 2012款 1.6L 自动 豪华型,4.30,2013,银川,7.80,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,6.41,2011,兰州,3.80,大众
速腾 2007款 2.0L 手动时尚型,8.64,2007,长春,3.50,大众
速腾 2009款 1.6L/2V 自动 时尚型,7.10,2010,西宁,6.00,大众
途观 2015款 1.8TSI 手自一体 前驱 舒适版,2.54,2015,常州,16.58,大众
朗逸 2008款 1.6L自动品悠版,7.34,2009,大连,5.28,大众
POLO 2009款 劲情 1.4L 手动时尚版,7.49,2009,昆明,3.48,大众
帕萨特 2005款 领驭 1.8T 自动豪华型,10.00,2007,兰州,3.60,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,8.00,2008,合肥,2.29,大众
高尔夫(进口) 2011款 2.0T R,5.43,2012,无锡,24.50,大众
帕萨特 2007款 领驭 2.0L MFI自动标准型,8.78,2008,惠州,4.88,大众
POLO 2014款 1.4L 手动 舒适版,4.00,2014,重庆,4.78,大众
宝来 2008款 1.6L 手动时尚型,8.62,2009,长春,4.60,大众
高尔夫 2004款 1.6L 自动时尚型,11.80,2005,惠州,2.20,大众
途观 2013款 1.8TSI 手自一体 四驱 豪华版,4.60,2013,济南,15.88,大众
宝来 2008款 1.6L 手自一体时尚型,8.04,2009,乌鲁木齐,4.50,大众
宝来 2008款 1.6L 手动舒适型,8.20,2009,西安,4.30,大众
POLO 2013款 1.6L 自动 舒适版,5.91,2012,合肥,5.68,大众
POLO 2013款 1.4L 手动 风尚版,4.21,2014,重庆,4.28,大众
宝来 2008款 2.0L 自动豪华型,8.30,2009,珠海,5.58,大众
大众CC 2011款 2.0T 豪华型,7.00,2011,哈尔滨,12.39,大众
朗逸 2008款 2.0L手动品雅版,8.22,2010,济南,4.88,大众
凌渡 2015款 1.8T DSG 330TSI 舒适版,2.88,2015,北京,14.30,大众
甲壳虫 2007款 敞篷 2.0标配,6.90,2009,昆明,9.99,大众
帕萨特 2009款 领驭 2.0L MFI 自动尊享型,8.21,2009,济南,4.88,大众
宝来 2009款 1.6L 自动豪华,7.00,2010,厦门,5.58,大众
高尔夫 2012款 1.4T 自动舒适型,5.37,2012,南宁,8.88,大众
捷达 2008款 CiF—P 伙伴,7.68,2008,长春,2.85,大众
甲壳虫 2013款 1.4 TSI 时尚型,5.00,2013,常州,14.30,大众
桑塔纳 2015款 1.4L 手动 风尚版,2.05,2016,保定,5.18,大众
速腾 2009款 1.6L 自动时尚型天窗版,7.24,2009,长春,5.20,大众
朗逸 2008款 2.0L手动品悠版,8.61,2009,银川,4.50,大众
POLO 2013款 1.6L 手动 舒适版,3.80,2014,西安,5.40,大众
迈腾 2009款 1.8 TSI DSG手自一体舒适型,6.63,2010,泉州,7.88,大众
宝来 2008款 1.6L 手自一体舒适型,8.48,2009,无锡,4.50,大众
朗逸 2013款 经典款 1.6L 手动 风尚版,4.52,2013,武汉,5.88,大众
宝来 2013款 1.6L 自动 舒适型,5.20,2013,苏州,7.20,大众
捷达 2013款 1.6L 手动时尚型,4.21,2013,绵阳,4.88,大众
大众CC 2010款 2.0T 尊贵型,7.65,2010,南京,11.80,大众
宝来 2008款 1.6L 手动时尚型,8.00,2009,哈尔滨,4.68,大众
途观L 2017款 330TSI 双离合 两驱 旗舰版,0.80,2017,深圳,24.28,大众
宝来 2016款 1.6L 手自一体舒适型,2.11,2016,合肥,8.68,大众
POLO 2009款 劲情 1.6 自动风尚版,9.23,2009,杭州,4.30,大众
POLO 2007款 Cross 1.6 AT,7.00,2009,柳州,5.50,大众
帕萨特 2011款 2.0T 自动 Highline 御尊版,6.60,2011,无锡,11.80,大众
宝来 2008款 1.6L 自动豪华型HL,9.83,2008,太原,3.80,大众
高尔夫 2004款 1.8L 手动舒适型,11.36,2005,呼和浩特,2.50,大众
宝来 2015款 质惠版 1.6L 自动舒适型,2.60,2015,银川,8.80,大众
捷达 2008款 GiF 前卫,10.00,2009,哈尔滨,2.90,大众
朗逸 2011款 1.4TSI DSG品雅版,8.80,2011,上海,6.28,大众
大众CC 2015款 1.8T 双离合 豪华型,3.45,2015,保定,19.90,大众
夏朗 2012款 2.0L TSI 标配型,7.31,2013,太原,13.98,大众
帕萨特 2005款 领驭 1.8T 自动舒适型,15.54,2006,南宁,3.98,大众
帕萨特 2005款 领驭 2.8LV6手自一体豪华型,11.37,2008,郑州,4.80,大众
朗逸 2011款 1.6L 手动品悠版,8.20,2011,广州,5.38,大众
迈腾 2007款 1.8TSI 手自一体豪华型,13.53,2008,深圳,5.88,大众
迈腾 2012款 1.8T 手自一体 领先型,6.40,2012,石家庄,12.80,大众
朗逸 2013款 1.6L 自动 风尚版,3.75,2015,沈阳,8.50,大众
宝来 2008款 1.6L 手动豪华型HL,12.00,2008,哈尔滨,3.85,大众
大众CC 2011款 1.8T 豪华型,6.57,2013,上海,16.98,大众
途观 2012款 1.8TSI 四驱 手自一体 风尚版,8.24,2012,宜昌,13.18,大众
速腾 2012款 1.6L 手动 时尚型,5.78,2014,武汉,6.88,大众
途观 2012款 1.8TSI 手自一体 前驱 风尚版,8.09,2012,太原,11.88,大众
迈腾 2012款 1.8T 手自一体 豪华型,7.63,2012,沈阳,12.90,大众
大众CC 2013款 1.8T 双离合 豪华型,6.10,2013,成都,13.80,大众
宝来 2008款 1.6L 手动时尚型,10.36,2009,沈阳,4.68,大众
途锐 2011款 V6 TDI 高配型,9.10,2011,昆明,34.80,大众
帕萨特 2013款 1.8T 双离合 尊荣版,7.20,2012,杭州,12.30,大众
朗逸 2013款 1.6L 手动 舒适版,7.30,2013,合肥,6.88,大众
POLO 2011款 1.4L 手动 致乐版,7.89,2012,绵阳,4.48,大众
帕萨特 2011款 1.8T AT尊荣版,8.70,2012,苏州,10.78,大众
高尔夫 2011款 1.6L 自动舒适型,8.90,2011,贵阳,7.88,大众
大众CC 2013款 2.0T 双离合 豪华型,4.90,2014,哈尔滨,18.60,大众
帕萨特 2011款 1.8T 自动 Flagship 至尊版,8.19,2012,临沂,9.89,大众
迈腾 2012款 1.8T 手自一体 舒适型,8.50,2012,珠海,21.80,大众
途观 2012款 1.8TSI 手动 前驱 都会版,8.90,2012,长春,11.80,大众
帕萨特 2009款 领驭 1.8T 自动尊仕型,9.30,2011,西安,8.90,大众
迈腾 2012款 2.0T 手自一体 豪华型,8.10,2012,石家庄,14.60,大众
宝来 2008款 1.6L 手动舒适型,12.70,2009,长沙,4.18,大众
帕萨特 2009款 领驭 2.0L MFI 手动尊享型,9.00,2011,西安,6.60,大众
朗逸 2008款 1.6L自动品悠版,10.34,2009,南宁,5.25,大众
途观 2012款 1.8TSI 手自一体 四驱 菁英版,8.12,2012,武汉,12.80,大众
速腾 2015款 1.4T 手动 230TSI 豪华型,2.82,2016,绵阳,11.50,大众
途观 2012款 1.8TSI 手自一体 前驱 菁英版,8.12,2012,珠海,14.38,大众
途观 2010款 菁英版 2.0TSI 手自一体 4MOTION,10.62,2010,湛江,12.80,大众
宝来 2008款 1.6L 手动舒适型,11.00,2009,兰州,4.38,大众
宝来 2016款 230TSI 25周年纪念版,2.00,2016,南京,10.68,大众
途观 2010款 风尚版 1.8TSI 手自一体 4MOTION,8.36,2011,北京,12.30,大众
大众CC 2016款 1.8T 双离合 豪华版,2.80,2016,合肥,19.90,大众
朗逸 2012款 1.4TSI DSG 豪华导航版,7.58,2013,苏州,7.58,大众
捷达 2010款 伙伴,9.60,2011,沈阳,3.10,大众
帕萨特 2013款 2.0T 双离合 至尊版,6.40,2013,太原,14.50,大众
高尔夫 2010款 1.4T 自动豪华型,10.70,2010,珠海,7.98,大众
宝来 2001款 1.8L 自动豪华型,18.56,2004,青岛,2.60,大众
途观 2012款 2.0TSI 手自一体 四驱 旗舰版,8.62,2012,杭州,13.80,大众
速腾 2006款 2.0L/2V 手自一体时尚型,14.49,2007,南宁,4.98,大众
大众CC 2013款 1.8T 双离合 豪华型,6.30,2014,保定,17.98,大众
帕萨特 2011款 1.4T 自动 尊荣版,8.60,2012,珠海,11.80,大众
帕萨特 2007款 领驭 2.0L MFI手动标准型,12.00,2008,贵阳,3.38,大众
途锐 2010款 限量版 V8顶配版,9.00,2010,东莞,24.98,大众
宝来 2012款 1.6L 手动 时尚超值版,5.80,2013,常州,5.88,大众
帕萨特 2009款 领驭 1.8T 自动尊仕型,8.80,2009,贵阳,6.98,大众
捷达 2015款 1.6L 自动时尚型,3.57,2015,西安,6.60,大众
朗逸 2011款 1.4TSI 运动版,9.20,2010,柳州,5.80,大众
途观 2010款 菁英版 1.8TSI 手自一体 4MOTION,9.20,2010,绵阳,10.80,大众
迈腾 2018款 330TSI 双离合 豪华版,0.50,2017,宁波,18.99,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,2.00,2016,石家庄,12.60,大众
POLO 2007款 劲情 1.4自动风尚版,9.58,2009,西宁,4.05,大众
朗逸 2013款 1.6L 自动 风尚版,3.28,2015,贵阳,7.88,大众
尚酷 2011款 2.0 TSI 豪华版,7.60,2011,上海,12.70,大众
宝来 2008款 1.6L 手自一体时尚型,9.00,2009,长春,4.80,大众
速腾 2012款 1.6L 手自一体 舒适型,6.20,2013,长春,8.90,大众
速腾 2014款 1.6L 手自一体 舒适型,4.10,2014,石家庄,8.80,大众
